Season,Game Type,Week,Date,Team,Site,Opponent,Result,Team Pts,Opp Pts,OT
2020,Regular Season,11,11/19/20,Cardinals,Away,Seahawks,L,21,28,0
2020,Regular Season,10,11/16/20,Vikings,Away,Bears,W,19,13,0
2020,Regular Season,10,11/16/20,Bears,Home,Vikings,L,13,19,0
2020,Regular Season,10,11/15/20,Steelers,Home,Bengals,W,36,10,0
2020,Regular Season,10,11/15/20,Bengals,Away,Steelers,L,10,36,0
2020,Regular Season,10,11/15/20,Giants,Home,Eagles,W,27,17,0
2020,Regular Season,10,11/15/20,Eagles,Away,Giants,L,17,27,0
2020,Regular Season,10,11/15/20,Saints,Home,49ers,W,27,13,0
2020,Regular Season,10,11/15/20,49ers,Away,Saints,L,13,27,0
2020,Regular Season,10,11/15/20,Patriots,Home,Ravens,W,23,17,0
2020,Regular Season,10,11/15/20,Ravens,Away,Patriots,L,17,23,0
2020,Regular Season,10,11/15/20,Dolphins,Home,Chargers,W,29,21,0
2020,Regular Season,10,11/15/20,Chargers,Away,Dolphins,L,21,29,0
2020,Regular Season,10,11/15/20,Raiders,Home,Broncos,W,37,12,0
2020,Regular Season,10,11/15/20,Broncos,Away,Raiders,L,12,37,0
2020,Regular Season,10,11/15/20,Rams,Home,Seahawks,W,23,16,0
2020,Regular Season,10,11/15/20,Seahawks,Away,Rams,L,16,23,0
2020,Regular Season,10,11/15/20,Packers,Home,Jaguars,W,24,20,0
2020,Regular Season,10,11/15/20,Jaguars,Away,Packers,L,20,24,0
2020,Regular Season,10,11/15/20,Lions,Home,Washington,W,30,27,0
2020,Regular Season,10,11/15/20,Washington,Away,Lions,L,27,30,0
2020,Regular Season,10,11/15/20,Browns,Home,Texans,W,10,7,0
2020,Regular Season,10,11/15/20,Texans,Away,Browns,L,7,10,0
2020,Regular Season,10,11/15/20,Buccaneers,Away,Panthers,W,46,23,0
2020,Regular Season,10,11/15/20,Panthers,Home,Buccaneers,L,23,46,0
2020,Regular Season,10,11/15/20,Cardinals,Home,Bills,W,32,30,0
2020,Regular Season,10,11/15/20,Bills,Away,Cardinals,L,30,32,0
2020,Regular Season,10,11/12/20,Colts,Away,Titans,W,34,17,0
2020,Regular Season,10,11/12/20,Titans,Home,Colts,L,17,34,0
2020,Regular Season,9,11/9/20,Patriots,Away,Jets,W,30,27,0
2020,Regular Season,9,11/9/20,Jets,Home,Patriots,L,27,30,0
2020,Regular Season,9,11/8/20,Giants,Away,Washington,W,23,20,0
2020,Regular Season,9,11/8/20,Washington,Home,Giants,L,20,23,0
2020,Regular Season,9,11/8/20,Titans,Home,Bears,W,24,17,0
2020,Regular Season,9,11/8/20,Bears,Away,Titans,L,17,24,0
2020,Regular Season,9,11/8/20,Saints,Away,Buccaneers,W,38,3,0
2020,Regular Season,9,11/8/20,Buccaneers,Home,Saints,L,3,38,0
2020,Regular Season,9,11/8/20,Vikings,Home,Lions,W,34,20,0
2020,Regular Season,9,11/8/20,Lions,Away,Vikings,L,20,34,0
2020,Regular Season,9,11/8/20,Raiders,Away,Chargers,W,31,26,0
2020,Regular Season,9,11/8/20,Chargers,Home,Raiders,L,26,31,0
2020,Regular Season,9,11/8/20,Chiefs,Home,Panthers,W,33,31,0
2020,Regular Season,9,11/8/20,Panthers,Away,Chiefs,L,31,33,0
2020,Regular Season,9,11/8/20,Texans,Away,Jaguars,W,27,25,0
2020,Regular Season,9,11/8/20,Jaguars,Home,Texans,L,25,27,0
2020,Regular Season,9,11/8/20,Ravens,Away,Colts,W,24,10,0
2020,Regular Season,9,11/8/20,Colts,Home,Ravens,L,10,24,0
2020,Regular Season,9,11/8/20,Steelers,Away,Cowboys,W,24,19,0
2020,Regular Season,9,11/8/20,Cowboys,Home,Steelers,L,19,24,0
2020,Regular Season,9,11/8/20,Bills,Home,Seahawks,W,44,34,0
2020,Regular Season,9,11/8/20,Seahawks,Away,Bills,L,34,44,0
2020,Regular Season,9,11/8/20,Falcons,Home,Broncos,W,34,27,0
2020,Regular Season,9,11/8/20,Broncos,Away,Falcons,L,27,34,0
2020,Regular Season,9,11/8/20,Dolphins,Away,Cardinals,W,34,31,0
2020,Regular Season,9,11/8/20,Cardinals,Home,Dolphins,L,31,34,0
2020,Regular Season,9,11/5/20,Packers,Away,49ers,W,34,17,0
2020,Regular Season,9,11/5/20,49ers,Home,Packers,L,17,34,0
2020,Regular Season,8,11/2/20,Buccaneers,Away,Giants,W,25,23,0
2020,Regular Season,8,11/2/20,Giants,Home,Buccaneers,L,23,25,0
2020,Regular Season,8,11/1/20,Seahawks,Home,49ers,W,37,27,0
2020,Regular Season,8,11/1/20,49ers,Away,Seahawks,L,27,37,0
2020,Regular Season,8,11/1/20,Eagles,Home,Cowboys,W,23,9,0
2020,Regular Season,8,11/1/20,Cowboys,Away,Eagles,L,9,23,0
2020,Regular Season,8,11/1/20,Dolphins,Home,Rams,W,28,17,0
2020,Regular Season,8,11/1/20,Rams,Away,Dolphins,L,17,28,0
2020,Regular Season,8,11/1/20,Chiefs,Home,Jets,W,35,9,0
2020,Regular Season,8,11/1/20,Jets,Away,Chiefs,L,9,35,0
2020,Regular Season,8,11/1/20,Vikings,Away,Packers,W,28,22,0
2020,Regular Season,8,11/1/20,Packers,Home,Vikings,L,22,28,0
2020,Regular Season,8,11/1/20,Colts,Away,Lions,W,41,21,0
2020,Regular Season,8,11/1/20,Lions,Home,Colts,L,21,41,0
2020,Regular Season,8,11/1/20,Broncos,Home,Chargers,W,31,30,0
2020,Regular Season,8,11/1/20,Chargers,Away,Broncos,L,30,31,0
2020,Regular Season,8,11/1/20,Raiders,Away,Browns,W,16,6,0
2020,Regular Season,8,11/1/20,Browns,Home,Raiders,L,6,16,0
2020,Regular Season,8,11/1/20,Bengals,Home,Titans,W,31,20,0
2020,Regular Season,8,11/1/20,Titans,Away,Bengals,L,20,31,0
2020,Regular Season,8,11/1/20,Saints,Away,Bears,W,26,23,1
2020,Regular Season,8,11/1/20,Bears,Home,Saints,L,23,26,1
2020,Regular Season,8,11/1/20,Bills,Home,Patriots,W,24,21,0
2020,Regular Season,8,11/1/20,Patriots,Away,Bills,L,21,24,0
2020,Regular Season,8,11/1/20,Steelers,Away,Ravens,W,28,24,0
2020,Regular Season,8,11/1/20,Ravens,Home,Steelers,L,24,28,0
2020,Regular Season,8,10/29/20,Falcons,Away,Panthers,W,25,17,0
2020,Regular Season,8,10/29/20,Panthers,Home,Falcons,L,17,25,0
2020,Regular Season,7,10/26/20,Rams,Home,Bears,W,24,10,0
2020,Regular Season,7,10/26/20,Bears,Away,Rams,L,10,24,0
2020,Regular Season,7,10/25/20,Washington,Home,Cowboys,W,25,3,0
2020,Regular Season,7,10/25/20,Cowboys,Away,Washington,L,3,25,0
2020,Regular Season,7,10/25/20,Steelers,Away,Titans,W,27,24,0
2020,Regular Season,7,10/25/20,Titans,Home,Steelers,L,24,27,0
2020,Regular Season,7,10/25/20,Bills,Away,Jets,W,18,10,0
2020,Regular Season,7,10/25/20,Jets,Home,Bills,L,10,18,0
2020,Regular Season,7,10/25/20,Saints,Home,Panthers,W,27,24,0
2020,Regular Season,7,10/25/20,Panthers,Away,Saints,L,24,27,0
2020,Regular Season,7,10/25/20,49ers,Away,Patriots,W,33,6,0
2020,Regular Season,7,10/25/20,Patriots,Home,49ers,L,6,33,0
2020,Regular Season,7,10/25/20,Buccaneers,Away,Raiders,W,45,20,0
2020,Regular Season,7,10/25/20,Raiders,Home,Buccaneers,L,20,45,0
2020,Regular Season,7,10/25/20,Chargers,Home,Jaguars,W,39,29,0
2020,Regular Season,7,10/25/20,Jaguars,Away,Chargers,L,29,39,0
2020,Regular Season,7,10/25/20,Packers,Away,Texans,W,35,20,0
2020,Regular Season,7,10/25/20,Texans,Home,Packers,L,20,35,0
2020,Regular Season,7,10/25/20,Chiefs,Away,Broncos,W,43,16,0
2020,Regular Season,7,10/25/20,Broncos,Home,Chiefs,L,16,43,0
2020,Regular Season,7,10/25/20,Browns,Away,Bengals,W,37,34,0
2020,Regular Season,7,10/25/20,Bengals,Home,Browns,L,34,37,0
2020,Regular Season,7,10/25/20,Lions,Away,Falcons,W,23,22,0
2020,Regular Season,7,10/25/20,Falcons,Home,Lions,L,22,23,0
2020,Regular Season,7,10/25/20,Cardinals,Home,Seahawks,W,37,34,1
2020,Regular Season,7,10/25/20,Seahawks,Away,Cardinals,L,34,37,1
2020,Regular Season,7,10/22/20,Eagles,Home,Giants,W,22,21,0
2020,Regular Season,7,10/22/20,Giants,Away,Eagles,L,21,22,0
2020,Regular Season,6,10/19/20,Cardinals,Away,Cowboys,W,38,10,0
2020,Regular Season,6,10/19/20,Cowboys,Home,Cardinals,L,10,38,0
2020,Regular Season,6,10/19/20,Chiefs,Away,Bills,W,26,17,0
2020,Regular Season,6,10/19/20,Bills,Home,Chiefs,L,17,26,0
2020,Regular Season,6,10/18/20,Titans,Home,Texans,W,42,36,1
2020,Regular Season,6,10/18/20,Texans,Away,Titans,L,36,42,1
2020,Regular Season,6,10/18/20,Buccaneers,Home,Packers,W,38,10,0
2020,Regular Season,6,10/18/20,Packers,Away,Buccaneers,L,10,38,0
2020,Regular Season,6,10/18/20,49ers,Home,Rams,W,24,16,0
2020,Regular Season,6,10/18/20,Rams,Away,49ers,L,16,24,0
2020,Regular Season,6,10/18/20,Steelers,Home,Browns,W,38,7,0
2020,Regular Season,6,10/18/20,Browns,Away,Steelers,L,7,38,0
2020,Regular Season,6,10/18/20,Ravens,Away,Eagles,W,30,28,0
2020,Regular Season,6,10/18/20,Eagles,Home,Ravens,L,28,30,0
2020,Regular Season,6,10/18/20,Giants,Home,Washington,W,20,19,0
2020,Regular Season,6,10/18/20,Washington,Away,Giants,L,19,20,0
2020,Regular Season,6,10/18/20,Broncos,Away,Patriots,W,18,12,0
2020,Regular Season,6,10/18/20,Patriots,Home,Broncos,L,12,18,0
2020,Regular Season,6,10/18/20,Falcons,Away,Vikings,W,40,23,0
2020,Regular Season,6,10/18/20,Vikings,Home,Falcons,L,23,40,0
2020,Regular Season,6,10/18/20,Dolphins,Home,Jets,W,24,0,0
2020,Regular Season,6,10/18/20,Jets,Away,Dolphins,L,0,24,0
2020,Regular Season,6,10/18/20,Lions,Away,Jaguars,W,34,16,0
2020,Regular Season,6,10/18/20,Jaguars,Home,Lions,L,16,34,0
2020,Regular Season,6,10/18/20,Colts,Home,Bengals,W,31,27,0
2020,Regular Season,6,10/18/20,Bengals,Away,Colts,L,27,31,0
2020,Regular Season,6,10/18/20,Bears,Away,Panthers,W,23,16,0
2020,Regular Season,6,10/18/20,Panthers,Home,Bears,L,16,23,0
2020,Regular Season,5,10/13/20,Titans,Home,Bills,W,42,16,0
2020,Regular Season,5,10/13/20,Bills,Away,Titans,L,16,42,0
2020,Regular Season,5,10/12/20,Saints,Home,Chargers,W,30,27,1
2020,Regular Season,5,10/12/20,Chargers,Away,Saints,L,27,30,1
2020,Regular Season,5,10/11/20,Rams,Away,Washington,W,30,10,0
2020,Regular Season,5,10/11/20,Washington,Home,Rams,L,10,30,0
2020,Regular Season,5,10/11/20,Seahawks,Home,Vikings,W,27,26,0
2020,Regular Season,5,10/11/20,Vikings,Away,Seahawks,L,26,27,0
2020,Regular Season,5,10/11/20,Dolphins,Away,49ers,W,43,17,0
2020,Regular Season,5,10/11/20,49ers,Home,Dolphins,L,17,43,0
2020,Regular Season,5,10/11/20,Steelers,Home,Eagles,W,38,29,0
2020,Regular Season,5,10/11/20,Eagles,Away,Steelers,L,29,38,0
2020,Regular Season,5,10/11/20,Cardinals,Away,Jets,W,30,10,0
2020,Regular Season,5,10/11/20,Jets,Home,Cardinals,L,10,30,0
2020,Regular Season,5,10/11/20,Raiders,Away,Chiefs,W,40,32,0
2020,Regular Season,5,10/11/20,Chiefs,Home,Raiders,L,32,40,0
2020,Regular Season,5,10/11/20,Texans,Home,Jaguars,W,30,14,0
2020,Regular Season,5,10/11/20,Jaguars,Away,Texans,L,14,30,0
2020,Regular Season,5,10/11/20,Cowboys,Home,Giants,W,37,34,0
2020,Regular Season,5,10/11/20,Giants,Away,Cowboys,L,34,37,0
2020,Regular Season,5,10/11/20,Browns,Home,Colts,W,32,23,0
2020,Regular Season,5,10/11/20,Colts,Away,Browns,L,23,32,0
2020,Regular Season,5,10/11/20,Ravens,Home,Bengals,W,27,3,0
2020,Regular Season,5,10/11/20,Bengals,Away,Ravens,L,3,27,0
2020,Regular Season,5,10/11/20,Panthers,Away,Falcons,W,23,16,0
2020,Regular Season,5,10/11/20,Falcons,Home,Panthers,L,16,23,0
2020,Regular Season,5,10/8/20,Bears,Home,Buccaneers,W,20,19,0
2020,Regular Season,5,10/8/20,Buccaneers,Away,Bears,L,19,20,0
2020,Regular Season,4,10/5/20,Chiefs,Home,Patriots,W,26,10,0
2020,Regular Season,4,10/5/20,Patriots,Away,Chiefs,L,10,26,0
2020,Regular Season,4,10/5/20,Packers,Home,Falcons,W,30,16,0
2020,Regular Season,4,10/5/20,Falcons,Away,Packers,L,16,30,0
2020,Regular Season,4,10/4/20,Ravens,Away,Washington,W,31,17,0
2020,Regular Season,4,10/4/20,Washington,Home,Ravens,L,17,31,0
2020,Regular Season,4,10/4/20,Buccaneers,Home,Chargers,W,38,31,0
2020,Regular Season,4,10/4/20,Chargers,Away,Buccaneers,L,31,38,0
2020,Regular Season,4,10/4/20,Eagles,Away,49ers,W,25,20,0
2020,Regular Season,4,10/4/20,49ers,Home,Eagles,L,20,25,0
2020,Regular Season,4,10/4/20,Seahawks,Away,Dolphins,W,31,23,0
2020,Regular Season,4,10/4/20,Dolphins,Home,Seahawks,L,23,31,0
2020,Regular Season,4,10/4/20,Bills,Away,Raiders,W,30,23,0
2020,Regular Season,4,10/4/20,Raiders,Home,Bills,L,23,30,0
2020,Regular Season,4,10/4/20,Rams,Home,Giants,W,17,9,0
2020,Regular Season,4,10/4/20,Giants,Away,Rams,L,9,17,0
2020,Regular Season,4,10/4/20,Vikings,Away,Texans,W,31,23,0
2020,Regular Season,4,10/4/20,Texans,Home,Vikings,L,23,31,0
2020,Regular Season,4,10/4/20,Saints,Away,Lions,W,35,29,0
2020,Regular Season,4,10/4/20,Lions,Home,Saints,L,29,35,0
2020,Regular Season,4,10/4/20,Browns,Away,Cowboys,W,49,38,0
2020,Regular Season,4,10/4/20,Cowboys,Home,Browns,L,38,49,0
2020,Regular Season,4,10/4/20,Bengals,Home,Jaguars,W,33,25,0
2020,Regular Season,4,10/4/20,Jaguars,Away,Bengals,L,25,33,0
2020,Regular Season,4,10/4/20,Colts,Away,Bears,W,19,11,0
2020,Regular Season,4,10/4/20,Bears,Home,Colts,L,11,19,0
2020,Regular Season,4,10/4/20,Panthers,Home,Cardinals,W,31,21,0
2020,Regular Season,4,10/4/20,Cardinals,Away,Panthers,L,21,31,0
2020,Regular Season,4,10/1/20,Broncos,Away,Jets,W,37,28,0
2020,Regular Season,4,10/1/20,Jets,Home,Broncos,L,28,37,0
2020,Regular Season,3,9/28/20,Chiefs,Away,Ravens,W,34,20,0
2020,Regular Season,3,9/28/20,Ravens,Home,Chiefs,L,20,34,0
2020,Regular Season,3,9/27/20,Seahawks,Home,Cowboys,W,38,31,0
2020,Regular Season,3,9/27/20,Cowboys,Away,Seahawks,L,31,38,0
2020,Regular Season,3,9/27/20,Steelers,Home,Texans,W,28,21,0
2020,Regular Season,3,9/27/20,Texans,Away,Steelers,L,21,28,0
2020,Regular Season,3,9/27/20,Eagles,Home,Bengals, T,23,23,1
2020,Regular Season,3,9/27/20,Bengals,Away,Eagles, T,23,23,1
2020,Regular Season,3,9/27/20,49ers,Away,Giants,W,36,9,0
2020,Regular Season,3,9/27/20,Giants,Home,49ers,L,9,36,0
2020,Regular Season,3,9/27/20,Packers,Away,Saints,W,37,30,0
2020,Regular Season,3,9/27/20,Saints,Home,Packers,L,30,37,0
2020,Regular Season,3,9/27/20,Patriots,Home,Raiders,W,36,20,0
2020,Regular Season,3,9/27/20,Raiders,Away,Patriots,L,20,36,0
2020,Regular Season,3,9/27/20,Titans,Away,Vikings,W,31,30,0
2020,Regular Season,3,9/27/20,Vikings,Home,Titans,L,30,31,0
2020,Regular Season,3,9/27/20,Panthers,Away,Chargers,W,21,16,0
2020,Regular Season,3,9/27/20,Chargers,Home,Panthers,L,16,21,0
2020,Regular Season,3,9/27/20,Colts,Home,Jets,W,36,7,0
2020,Regular Season,3,9/27/20,Jets,Away,Colts,L,7,36,0
2020,Regular Season,3,9/27/20,Buccaneers,Away,Broncos,W,28,10,0
2020,Regular Season,3,9/27/20,Broncos,Home,Buccaneers,L,10,28,0
2020,Regular Season,3,9/27/20,Browns,Home,Washington,W,34,20,0
2020,Regular Season,3,9/27/20,Washington,Away,Browns,L,20,34,0
2020,Regular Season,3,9/27/20,Bills,Home,Rams,W,35,32,0
2020,Regular Season,3,9/27/20,Rams,Away,Bills,L,32,35,0
2020,Regular Season,3,9/27/20,Bears,Away,Falcons,W,30,26,0
2020,Regular Season,3,9/27/20,Falcons,Home,Bears,L,26,30,0
2020,Regular Season,3,9/27/20,Lions,Away,Cardinals,W,26,23,0
2020,Regular Season,3,9/27/20,Cardinals,Home,Lions,L,23,26,0
2020,Regular Season,3,9/24/20,Dolphins,Away,Jaguars,W,31,13,0
2020,Regular Season,3,9/24/20,Jaguars,Home,Dolphins,L,13,31,0
2020,Regular Season,2,9/21/20,Raiders,Home,Saints,W,34,24,0
2020,Regular Season,2,9/21/20,Saints,Away,Raiders,L,24,34,0
2020,Regular Season,2,9/20/20,Titans,Home,Jaguars,W,33,30,0
2020,Regular Season,2,9/20/20,Jaguars,Away,Titans,L,30,33,0
2020,Regular Season,2,9/20/20,Buccaneers,Home,Panthers,W,31,17,0
2020,Regular Season,2,9/20/20,Panthers,Away,Buccaneers,L,17,31,0
2020,Regular Season,2,9/20/20,Seahawks,Home,Patriots,W,35,30,0
2020,Regular Season,2,9/20/20,Patriots,Away,Seahawks,L,30,35,0
2020,Regular Season,2,9/20/20,Steelers,Home,Broncos,W,26,21,0
2020,Regular Season,2,9/20/20,Broncos,Away,Steelers,L,21,26,0
2020,Regular Season,2,9/20/20,Rams,Away,Eagles,W,37,19,0
2020,Regular Season,2,9/20/20,Eagles,Home,Rams,L,19,37,0
2020,Regular Season,2,9/20/20,49ers,Away,Jets,W,31,13,0
2020,Regular Season,2,9/20/20,Jets,Home,49ers,L,13,31,0
2020,Regular Season,2,9/20/20,Bills,Away,Dolphins,W,31,28,0
2020,Regular Season,2,9/20/20,Dolphins,Home,Bills,L,28,31,0
2020,Regular Season,2,9/20/20,Chiefs,Away,Chargers,W,23,20,1
2020,Regular Season,2,9/20/20,Chargers,Home,Chiefs,L,20,23,1
2020,Regular Season,2,9/20/20,Colts,Home,Vikings,W,28,11,0
2020,Regular Season,2,9/20/20,Vikings,Away,Colts,L,11,28,0
2020,Regular Season,2,9/20/20,Ravens,Away,Texans,W,33,16,0
2020,Regular Season,2,9/20/20,Texans,Home,Ravens,L,16,33,0
2020,Regular Season,2,9/20/20,Packers,Home,Lions,W,42,21,0
2020,Regular Season,2,9/20/20,Lions,Away,Packers,L,21,42,0
2020,Regular Season,2,9/20/20,Cowboys,Home,Falcons,W,40,39,0
2020,Regular Season,2,9/20/20,Falcons,Away,Cowboys,L,39,40,0
2020,Regular Season,2,9/20/20,Bears,Home,Giants,W,17,13,0
2020,Regular Season,2,9/20/20,Giants,Away,Bears,L,13,17,0
2020,Regular Season,2,9/20/20,Cardinals,Home,Washington,W,30,15,0
2020,Regular Season,2,9/20/20,Washington,Away,Cardinals,L,15,30,0
2020,Regular Season,2,9/17/20,Browns,Home,Bengals,W,35,30,0
2020,Regular Season,2,9/17/20,Bengals,Away,Browns,L,30,35,0
2020,Regular Season,1,9/14/20,Steelers,Away,Giants,W,26,16,0
2020,Regular Season,1,9/14/20,Giants,Home,Steelers,L,16,26,0
2020,Regular Season,1,9/14/20,Titans,Away,Broncos,W,16,14,0
2020,Regular Season,1,9/14/20,Broncos,Home,Titans,L,14,16,0
2020,Regular Season,1,9/13/20,Washington,Home,Eagles,W,27,17,0
2020,Regular Season,1,9/13/20,Eagles,Away,Washington,L,17,27,0
2020,Regular Season,1,9/13/20,Cardinals,Away,49ers,W,24,20,0
2020,Regular Season,1,9/13/20,49ers,Home,Cardinals,L,20,24,0
2020,Regular Season,1,9/13/20,Saints,Home,Buccaneers,W,34,23,0
2020,Regular Season,1,9/13/20,Buccaneers,Away,Saints,L,23,34,0
2020,Regular Season,1,9/13/20,Patriots,Home,Dolphins,W,21,11,0
2020,Regular Season,1,9/13/20,Dolphins,Away,Patriots,L,11,21,0
2020,Regular Season,1,9/13/20,Packers,Away,Vikings,W,43,34,0
2020,Regular Season,1,9/13/20,Vikings,Home,Packers,L,34,43,0
2020,Regular Season,1,9/13/20,Rams,Home,Cowboys,W,20,17,0
2020,Regular Season,1,9/13/20,Cowboys,Away,Rams,L,17,20,0
2020,Regular Season,1,9/13/20,Jaguars,Home,Colts,W,27,20,0
2020,Regular Season,1,9/13/20,Colts,Away,Jaguars,L,20,27,0
2020,Regular Season,1,9/13/20,Bears,Away,Lions,W,27,23,0
2020,Regular Season,1,9/13/20,Lions,Home,Bears,L,23,27,0
2020,Regular Season,1,9/13/20,Chargers,Away,Bengals,W,16,13,0
2020,Regular Season,1,9/13/20,Bengals,Home,Chargers,L,13,16,0
2020,Regular Season,1,9/13/20,Raiders,Away,Panthers,W,34,30,0
2020,Regular Season,1,9/13/20,Panthers,Home,Raiders,L,30,34,0
2020,Regular Season,1,9/13/20,Bills,Home,Jets,W,27,17,0
2020,Regular Season,1,9/13/20,Jets,Away,Bills,L,17,27,0
2020,Regular Season,1,9/13/20,Ravens,Home,Browns,W,38,6,0
2020,Regular Season,1,9/13/20,Browns,Away,Ravens,L,6,38,0
2020,Regular Season,1,9/13/20,Seahawks,Away,Falcons,W,38,25,0
2020,Regular Season,1,9/13/20,Falcons,Home,Seahawks,L,25,38,0
2020,Regular Season,1,9/10/20,Chiefs,Home,Texans,W,34,20,0
2020,Regular Season,1,9/10/20,Texans,Away,Chiefs,L,20,34,0
